性别,年龄,是否有驾照,所在地区,是否此前购买过车险,车龄,车辆是否发生过事故,年保费,购买渠道,距离上次沟通时间间隔,label
1,42,1,29,0,2,1,35570,122,108,0
0,21,1,23,0,0,1,31476,156,131,0
0,41,1,15,0,1,1,41688,124,70,0
0,22,1,15,1,0,0,36208,152,106,0
0,25,1,15,0,0,1,35449,152,294,0
1,44,1,28,0,1,1,31175,124,265,0
1,73,1,28,0,1,0,41128,122,294,0
1,26,1,21,1,0,0,24746,152,168,0
1,73,1,28,0,1,0,35819,157,40,0
0,22,1,50,1,0,0,27818,160,282,0
0,33,1,31,0,1,1,2630,163,279,0
1,28,1,28,0,1,0,2630,157,216,0
0,55,1,48,0,1,1,2630,124,216,0
0,23,1,28,0,1,1,41110,163,142,0
1,70,1,8,0,2,1,2630,26,205,0
0,40,1,8,1,1,0,53297,124,168,0
0,66,1,8,0,1,1,49064,124,58,0
0,25,1,35,0,0,1,2630,152,109,0
0,52,1,15,1,1,0,24269,124,277,0
1,23,1,30,1,0,0,24376,152,242,0
1,62,1,28,1,1,0,41106,152,261,0
0,37,1,46,1,1,0,34271,152,186,0
1,23,1,6,1,0,0,23207,152,119,0
0,62,1,39,1,1,0,28724,26,50,0
0,67,1,38,0,1,1,2630,124,244,0
0,33,1,30,0,1,1,32984,124,64,0
0,48,1,8,0,1,1,2630,26,78,0
0,60,1,31,0,1,1,2630,26,199,0
0,53,1,35,0,1,1,24369,124,207,0
0,23,1,50,1,0,0,36112,152,69,0
0,57,1,28,0,1,1,26912,26,25,0
1,24,1,16,0,0,1,2630,151,270,0
1,30,1,28,0,1,0,2630,157,200,0
0,40,1,28,1,1,0,70209,122,83,0
1,75,1,32,1,1,0,2630,124,47,0
1,60,1,46,0,1,1,25783,11,270,0
1,27,1,41,0,0,1,33971,152,123,0
0,44,1,28,0,1,1,49324,52,256,0
0,25,1,15,1,0,0,30768,152,267,0
1,41,1,6,0,1,1,21592,122,219,0
0,50,1,8,0,1,0,45978,7,61,0
0,20,1,46,1,0,0,37889,160,197,0
1,31,1,18,1,0,0,22798,152,74,0
0,42,1,46,1,1,0,30202,26,81,0
0,25,1,8,1,0,0,43025,152,66,0
0,51,1,46,1,1,0,37497,26,83,0
0,43,1,27,0,1,1,28762,124,35,0
0,31,1,28,0,1,0,56044,122,83,0
0,54,1,43,1,1,1,2630,124,87,0
1,23,1,6,1,0,0,21480,152,274,0
0,62,1,31,0,1,1,2630,124,123,0
0,43,1,28,0,2,1,57016,26,100,0
0,46,1,28,1,1,0,41330,26,188,0
1,24,1,15,1,0,0,39512,152,287,0
0,66,1,36,0,1,1,32552,30,258,0
1,45,1,41,1,1,0,2630,152,288,0
1,39,1,28,1,1,0,57468,26,109,0
0,54,1,48,0,1,1,2630,124,280,0
1,74,1,28,0,1,1,2630,23,233,0
1,56,1,15,1,1,0,28657,14,17,0
0,41,1,28,1,1,0,54916,124,143,0
0,25,1,13,1,0,0,29271,152,26,0
1,42,1,41,1,1,0,2630,124,85,0
0,26,1,8,0,0,1,34135,152,70,0
0,23,1,48,0,0,1,2630,154,73,0
1,38,1,28,1,1,0,56337,26,181,0
0,41,1,3,1,1,0,28845,26,107,0
1,40,1,30,0,1,0,30370,157,149,0
0,24,1,37,0,0,1,32060,152,127,0
0,53,1,28,0,1,1,46801,26,147,0
0,74,1,28,1,1,0,57029,122,269,0
0,30,1,19,0,0,1,2630,163,132,0
1,46,1,8,0,1,1,34392,26,197,0
1,29,1,46,0,0,1,19661,152,45,0
0,31,1,13,0,1,1,41390,156,139,0
0,43,1,47,1,1,0,45533,26,288,0
0,57,1,33,1,1,0,34348,26,283,0
0,50,1,28,0,1,1,40751,26,63,0
0,21,1,34,1,0,0,31205,160,26,0
1,47,1,28,0,1,1,2630,26,134,0
0,54,1,8,0,0,0,2630,1,244,0
0,45,1,41,0,1,1,46296,26,294,0
1,27,1,3,1,0,0,20641,152,63,0
1,49,1,28,1,1,0,32198,26,148,0
0,42,1,11,0,1,1,2630,124,234,0
0,27,1,28,1,0,0,43492,152,117,0
0,27,1,46,1,0,0,34344,152,82,0
1,27,1,50,1,0,0,43818,152,146,0
1,21,1,42,1,0,0,30026,152,287,0
0,44,1,38,0,1,1,35954,124,100,0
0,54,1,28,0,2,1,47087,49,70,0
1,24,1,10,0,0,1,37024,152,169,0
0,51,1,33,0,1,1,22609,124,254,0
0,56,1,36,0,1,1,32464,26,73,0
1,70,1,28,1,1,0,52513,55,53,0
1,39,1,28,0,1,1,32287,124,14,0
1,22,1,28,1,0,0,44461,153,115,0
0,46,1,28,0,1,1,60873,26,109,0
1,38,1,28,0,1,0,37278,15,82,0
1,43,1,13,0,1,1,32448,124,141,0
0,52,1,8,1,1,0,27731,157,177,0
0,25,1,47,0,0,1,33605,152,72,0
1,28,1,33,0,0,1,26394,152,82,0
1,23,1,46,1,0,0,25767,152,82,0
0,59,1,8,0,1,1,38094,26,209,0
0,58,1,49,1,1,0,33277,124,298,0
1,29,1,33,1,0,0,32336,152,110,0
0,33,1,41,1,0,0,28952,152,113,0
0,69,1,48,0,1,1,2630,26,203,0
0,51,1,28,1,1,0,38106,124,131,0
0,44,1,28,0,1,1,29161,26,71,0
0,43,1,28,0,2,1,27513,124,117,0
0,55,1,50,1,1,0,34573,26,49,0
1,30,1,50,0,0,1,34250,152,206,0
0,56,1,3,1,1,0,2630,156,73,0
1,38,1,46,0,1,1,2630,163,210,0
0,23,1,28,0,0,1,46798,152,196,0
0,35,1,11,0,1,1,25892,26,220,0
0,48,1,29,1,1,0,35940,124,62,0
0,25,1,46,1,0,0,29718,152,147,0
0,58,1,28,1,1,0,29209,26,25,0
1,24,1,28,0,0,1,2630,163,238,0
1,23,1,41,1,0,0,32152,152,170,0
1,22,1,46,1,0,0,24776,152,146,0
0,59,1,8,1,1,0,2630,26,176,0
1,22,1,28,0,0,1,23691,152,274,0
1,21,1,8,0,0,1,45204,152,69,0
1,36,1,12,1,1,0,28478,124,111,0
1,47,1,28,0,1,0,52280,26,98,0
1,56,1,40,0,2,1,44100,124,148,0
0,22,1,3,1,0,0,2630,163,191,0
0,43,1,28,1,1,0,32869,8,63,0
1,31,1,31,1,1,0,2630,124,248,0
0,69,1,28,1,1,0,69533,60,186,0
0,52,1,48,0,1,1,2630,15,156,0
0,41,1,20,0,2,1,2630,156,106,0
0,26,1,28,1,0,0,37359,152,30,0
0,68,1,28,1,1,0,47861,26,186,0
0,32,1,28,1,0,0,33824,152,154,0
0,49,1,15,0,2,1,29465,26,238,0
0,45,1,28,1,1,0,35452,26,297,0
1,32,1,41,1,0,0,20375,152,148,0
1,77,1,5,0,1,1,26683,155,229,0
0,33,1,45,0,0,1,30156,156,194,0
0,58,1,28,1,1,0,42319,124,238,0
1,28,1,8,1,0,0,37967,152,217,0
0,29,1,47,1,0,0,27006,152,253,0
0,21,1,36,0,0,1,35078,152,48,0
1,27,1,28,0,0,1,32766,152,150,0
0,35,1,28,1,1,0,46527,124,82,0
0,24,1,47,0,0,1,36658,151,288,0
1,21,1,30,1,0,0,43545,152,109,0
1,40,1,28,0,1,1,22505,26,241,0
1,27,1,6,1,0,0,39086,152,193,0
1,47,1,28,1,1,0,53631,26,13,0
1,29,1,16,0,0,1,25206,152,284,0
0,26,1,10,1,0,0,23443,152,156,0
0,37,1,28,0,1,1,33773,124,17,0
0,37,1,39,0,1,1,26499,124,41,0
0,50,1,50,0,1,1,34511,124,198,0
0,40,1,28,0,1,1,2630,124,87,0
1,39,1,28,0,1,1,74627,26,194,0
1,26,1,41,1,0,0,33699,152,164,0
0,21,1,2,1,0,0,29654,152,98,0
0,20,1,50,0,0,1,2630,160,63,0
0,43,1,28,0,2,1,39243,122,221,0
0,43,1,50,1,1,0,32584,124,212,0
1,27,1,30,1,0,0,2630,152,137,0
0,46,1,45,0,1,1,26336,124,108,0
1,26,1,15,1,0,0,32425,152,34,0
1,20,1,28,0,0,0,2630,160,283,0
0,64,1,29,0,1,1,35228,26,170,0
0,46,1,29,0,2,1,25103,163,64,0
1,26,1,8,1,0,0,28061,152,47,0
0,46,1,8,0,1,1,50201,26,269,0
1,26,1,30,1,0,0,31591,152,172,0
1,28,1,29,1,0,0,29227,152,87,0
0,23,1,28,0,0,1,44007,160,211,0
0,24,1,28,0,1,1,30332,122,150,0
1,23,1,30,0,0,0,28568,152,275,0
0,49,1,28,1,1,1,40427,26,35,0
1,21,1,15,0,0,1,37343,152,252,0
0,27,1,35,1,0,0,20846,152,17,0
0,52,1,46,0,1,0,2630,124,38,0
1,47,1,45,0,2,1,27592,26,160,0
0,30,1,15,0,0,1,2630,152,13,0
1,23,1,29,1,0,0,35057,151,110,0
1,38,1,1,0,1,0,2630,124,253,0
1,21,1,41,0,0,1,24698,152,274,0
0,43,1,29,1,1,0,25384,26,143,0
0,45,1,12,0,1,1,43184,26,74,0
0,35,1,28,0,1,1,40399,122,64,0
1,32,1,3,1,1,0,22963,26,136,0
1,47,1,28,1,1,0,27835,26,228,0
1,22,1,12,0,0,1,32510,154,78,0
1,23,1,29,1,0,0,24108,152,26,0
0,48,1,28,0,1,1,43684,124,184,0
1,47,1,28,1,1,0,18762,122,270,0
1,47,1,28,0,1,1,57257,122,267,0
0,34,1,35,0,1,1,21511,152,192,0
1,32,1,28,1,0,0,54109,152,273,0
1,46,1,46,0,1,1,21831,124,93,0
1,25,1,28,1,0,0,58806,152,274,0
0,28,1,8,1,0,0,24706,152,197,0
1,64,1,3,0,2,1,49708,26,221,0
0,24,1,46,1,0,0,25586,160,240,0
0,55,1,47,0,2,1,36888,124,110,0
1,25,1,41,0,0,1,2630,163,289,0
1,53,1,28,1,1,0,55656,124,118,0
0,46,1,28,0,1,1,52906,13,128,0
0,52,1,32,0,1,1,2630,156,206,0
0,58,1,28,0,1,1,57786,26,220,0
0,62,1,28,0,2,1,48301,26,279,0
0,22,1,15,1,0,0,35681,152,98,0
1,28,1,11,1,0,0,50178,152,132,0
0,42,1,30,0,1,1,21300,157,138,0
1,24,1,2,1,0,0,36551,152,241,0
1,42,1,14,0,1,1,26215,124,201,0
0,24,1,46,1,0,0,29595,152,245,0
0,40,1,46,1,1,0,38702,26,273,0
0,46,1,43,0,1,1,26428,124,237,0
1,38,1,28,0,1,1,59575,124,52,0
1,34,1,21,1,1,0,25026,152,132,0
0,34,1,26,0,1,1,26128,124,96,0
1,20,1,3,0,0,1,17606,160,181,0
1,36,1,43,0,1,1,30051,124,63,0
1,24,1,40,0,0,0,33152,152,16,0
0,25,1,26,0,0,1,48940,152,275,0
0,38,1,39,0,1,1,2630,26,133,0
0,22,1,17,1,0,0,22990,152,265,0
0,29,1,48,1,1,0,2630,15,214,0
0,72,1,28,1,1,0,37737,26,205,0
0,23,1,15,1,0,0,28915,152,279,0
0,61,1,37,1,1,0,29284,128,182,0
0,53,1,7,0,1,1,39485,124,165,0
0,36,1,38,0,1,1,2630,26,217,0
0,61,1,33,0,1,1,31288,26,230,0
0,45,1,28,0,1,1,48528,122,45,0
0,55,1,41,1,1,0,20660,106,169,0
1,30,1,36,1,0,0,39113,151,94,0
0,21,1,36,1,0,1,23826,152,57,0
0,43,1,21,1,1,0,43733,124,240,0
0,26,1,24,0,0,0,2630,160,214,0
1,67,1,28,0,1,0,21450,52,179,0
1,32,1,6,1,0,0,27363,152,75,0
1,22,1,45,0,0,1,27932,152,176,0
0,79,1,6,0,1,1,2630,124,22,0
1,52,1,50,0,1,1,35649,26,102,0
0,59,1,12,1,1,0,25636,26,182,0
0,76,1,8,0,1,1,54379,124,22,0
0,24,1,6,1,0,0,31559,152,166,0
1,44,1,8,0,1,1,2630,26,60,0
0,39,1,41,1,1,0,33304,124,42,0
0,30,1,21,0,1,0,2630,156,112,0
1,23,1,36,1,0,0,27564,152,171,0
1,37,1,10,1,1,0,38714,152,58,0
0,70,1,46,1,1,0,51606,11,157,0
1,23,1,8,0,0,0,45451,26,211,0
1,20,1,25,0,0,1,37083,160,295,0
1,28,1,28,0,1,1,32681,26,222,0
0,22,1,31,1,0,0,2630,152,236,0
1,23,1,3,1,0,0,28903,152,207,0
1,32,1,8,1,1,0,39103,124,29,0
0,44,1,28,1,1,0,27917,124,167,0
0,23,1,8,1,0,0,35574,152,134,0
0,56,1,45,0,1,1,41728,26,141,0
0,40,1,50,0,1,1,35162,8,85,0
0,47,1,45,0,1,1,25468,26,292,0
1,69,1,15,0,1,1,2630,86,114,0
1,24,1,46,1,0,0,34384,152,263,0
0,54,1,33,0,1,1,2630,124,245,0
0,20,1,14,0,0,0,2630,160,103,0
1,53,1,28,0,1,1,30988,124,144,0
0,44,1,29,0,1,1,2630,122,280,0
1,29,1,29,1,0,0,36153,152,178,0
1,23,1,6,1,0,0,43066,152,79,0
0,69,1,48,0,2,1,2630,26,186,0
1,39,1,11,1,1,0,17341,124,243,0
0,43,1,29,1,1,0,27184,37,145,0
0,35,1,41,0,1,1,23892,124,171,0
0,22,1,29,1,1,0,40564,124,175,0
1,26,1,12,1,0,0,26180,26,84,0
1,44,1,8,0,1,1,26033,124,58,0
0,24,1,39,1,0,0,31201,152,185,0
0,25,1,30,1,0,0,23529,152,104,0
1,35,1,28,0,1,1,75638,122,185,0
0,25,1,41,1,0,0,18984,152,14,0
0,59,1,8,0,1,1,35753,124,50,0
1,23,1,30,1,0,0,30653,152,17,0
1,32,1,24,1,0,0,39820,152,224,0
0,35,1,43,1,1,0,33216,152,32,0
0,59,1,28,0,1,0,24129,26,46,0
1,21,1,43,0,0,1,36219,160,57,0
1,25,1,28,1,0,0,54242,152,267,0
0,29,1,11,1,0,0,22442,152,73,0
0,51,1,46,0,1,1,30055,26,285,0
0,34,1,47,0,1,1,27737,124,295,0
1,21,1,12,1,0,0,2630,152,126,0
1,31,1,8,1,0,0,41519,152,20,0
0,59,1,28,1,1,0,2630,26,33,0
0,45,1,33,0,1,1,2630,26,175,0
1,28,1,15,1,0,0,22990,152,97,0
1,24,1,41,1,0,0,48815,152,179,0
0,23,1,41,1,0,0,29320,152,247,0
0,22,1,50,1,0,0,22550,152,105,0
0,63,1,8,1,1,0,44133,3,123,0
0,62,1,35,1,1,0,41729,124,141,0
0,51,1,28,0,1,1,37148,139,53,0
1,24,1,6,1,0,0,46738,152,277,0
0,25,1,9,0,0,1,22533,152,289,0
1,34,1,37,0,1,1,41035,160,196,0
1,77,1,28,1,1,0,52792,26,57,0
0,53,1,41,1,1,0,32805,26,164,0
0,49,1,47,0,1,0,30597,152,89,0
1,23,1,41,1,0,0,339396,152,185,0
1,44,1,28,1,1,0,51774,26,294,0
0,24,1,47,0,0,0,26904,152,283,0
0,41,1,28,0,1,1,23451,26,201,0
0,53,1,28,0,1,1,49550,25,292,0
0,29,1,27,1,0,0,24098,152,18,0
1,29,1,8,1,0,0,44625,152,262,0
0,22,1,12,1,0,0,43288,152,132,0
0,23,1,46,1,0,0,23289,152,235,0
0,30,1,46,1,0,0,30867,152,267,0
1,24,1,46,1,0,0,33045,152,177,0
0,40,1,28,0,1,1,39036,124,88,0
1,42,1,28,0,1,1,33504,26,134,0
1,45,1,2,0,1,0,20057,26,53,0
0,21,1,8,1,0,0,45038,160,151,0
0,50,1,19,0,1,1,33947,26,130,0
1,25,1,37,1,0,1,2630,152,143,0
1,55,1,29,0,1,1,37787,124,273,0
1,24,1,29,1,0,0,31841,152,245,0
0,74,1,28,0,1,1,35837,26,210,0
0,80,1,18,1,1,0,46551,26,288,0
1,21,1,8,0,0,0,25916,160,204,0
0,22,1,2,0,0,1,28458,152,233,0
0,52,1,14,0,1,1,2630,26,283,0
1,69,1,28,1,1,0,57575,52,138,0
1,37,1,28,0,1,1,34057,124,100,0
1,50,1,28,0,1,1,37472,55,185,0
0,48,1,7,1,1,0,36146,124,122,0
0,25,1,50,1,0,0,32723,152,155,0
1,21,1,8,1,0,0,32360,160,97,0
0,24,1,28,0,0,1,67031,122,290,0
1,22,1,6,1,0,0,18349,152,47,0
0,68,0,28,0,1,0,27822,122,108,0
0,40,1,28,1,1,0,62626,124,136,0
0,61,1,28,1,1,0,54754,124,283,0
0,43,1,12,1,1,0,29250,26,105,0
0,48,1,28,0,1,1,46298,26,135,0
1,70,1,28,0,2,1,29010,122,161,0
0,51,1,45,1,1,1,36813,124,144,0
0,36,1,28,0,1,1,50489,26,131,0
0,28,1,15,1,0,0,32443,152,41,0
0,65,1,28,0,2,1,45064,26,191,0
1,23,1,28,0,0,0,31785,152,107,0
0,23,1,2,1,0,0,19495,152,17,0
0,59,1,8,0,1,1,2630,156,141,0
0,49,1,2,0,1,1,24571,26,63,0
1,31,1,26,0,1,1,2630,156,50,0
1,23,1,11,1,0,0,21549,152,50,0
0,59,1,28,0,1,1,52790,26,159,0
0,25,1,8,0,0,0,32049,152,178,0
1,26,1,30,1,0,0,33129,152,117,0
1,46,1,28,0,1,1,33178,26,207,0
0,44,1,23,0,1,1,2630,26,65,0
0,22,1,30,1,0,0,21962,152,64,0
1,20,1,13,1,0,0,21392,160,87,0
0,24,1,36,1,0,0,45599,152,123,0
1,50,1,8,0,1,1,30208,26,195,0
0,47,1,18,0,1,1,25955,124,214,0
1,32,1,11,0,0,1,20779,124,278,0
0,23,1,45,1,1,0,30043,124,95,0
1,53,1,28,0,2,1,35632,26,141,0
1,75,1,28,0,2,1,39307,26,140,0
0,39,1,50,0,1,1,2630,8,60,0
0,66,1,43,0,2,1,25244,7,297,0
1,21,1,2,0,0,1,29258,160,66,0
1,47,1,18,1,1,0,36284,26,30,0
0,69,1,28,1,1,0,26499,13,170,0
0,20,1,13,0,0,1,40811,160,30,0
1,40,1,28,0,1,1,26737,124,22,0
1,36,1,28,1,1,0,43639,152,132,0
0,24,1,8,1,0,0,52940,152,171,0
0,27,1,15,0,0,1,35262,152,212,0
0,32,1,41,0,1,1,30541,124,141,0
0,21,1,35,1,0,0,30599,160,135,0
0,33,1,3,0,0,1,52791,154,78,0
1,22,1,26,0,0,1,33599,152,57,0
0,64,1,41,1,1,0,51595,152,231,0
0,45,1,28,0,1,1,43626,26,214,0
1,47,1,8,0,1,1,31316,26,213,0
0,40,1,7,1,1,0,26105,26,260,0
1,43,1,29,1,1,0,35149,124,106,0
0,29,1,3,1,0,0,22133,152,13,0
0,52,1,28,0,1,1,2630,26,237,0
0,57,1,45,1,1,0,21890,26,258,0
1,23,1,28,0,0,1,37145,156,127,0
1,25,1,46,1,0,0,20442,152,164,0
1,33,1,28,1,1,0,32629,122,85,0
1,24,1,33,0,0,1,2630,151,207,0
1,50,1,28,0,1,1,35231,124,52,0
0,54,1,12,0,1,1,26863,26,161,0
0,21,1,46,0,0,0,19788,152,212,0
0,26,1,30,1,0,0,26532,152,191,0
0,29,1,46,0,0,1,21815,152,40,0
0,25,1,13,1,0,0,27330,152,270,0
0,24,1,11,0,0,0,58569,152,142,0
1,73,1,28,0,1,1,31514,124,136,0
0,45,1,48,0,1,1,2630,124,258,0
1,41,1,28,1,1,1,21777,163,100,0
0,45,1,28,0,1,1,41610,26,161,0
1,52,1,28,0,2,1,29120,124,197,0
0,29,1,28,0,1,0,23544,124,289,0
0,28,1,15,0,0,0,31311,152,126,0
0,58,1,28,0,1,1,36704,26,79,0
0,65,1,28,0,1,1,30480,26,182,0
0,52,1,29,0,1,1,34105,31,284,0
0,27,1,13,1,0,0,14073,151,133,0
1,41,1,12,0,1,1,29007,26,186,0
0,50,1,33,0,1,1,2630,26,13,0
1,30,1,13,1,0,0,17455,152,199,0
1,61,1,30,1,1,0,2630,160,192,0
0,67,1,28,1,1,0,30189,26,59,0
1,28,1,21,1,0,0,36334,152,295,0
0,44,1,28,0,1,1,32337,124,223,0
1,21,1,28,0,1,1,38883,124,106,0
0,46,1,36,0,1,1,31601,26,267,0
0,48,1,28,0,1,1,41766,124,262,0
1,22,1,28,1,0,0,34572,152,85,0
0,41,1,33,0,1,1,28501,30,157,0
0,25,1,29,0,0,1,2630,152,295,0
1,23,1,28,0,1,1,34432,124,136,0
0,37,1,28,0,1,1,2630,26,167,0
0,22,1,46,1,0,0,32184,152,103,0
0,60,1,28,0,1,1,46863,26,14,0
0,51,1,46,1,1,0,40180,124,229,0
0,36,1,21,1,1,0,32197,152,121,0
0,38,1,36,0,1,0,29828,26,166,0
1,23,1,13,1,0,0,19963,152,51,0
0,35,1,28,0,1,1,2630,124,112,0
0,47,1,28,1,1,0,41911,26,149,0
0,51,1,28,0,2,1,62900,124,143,0
1,25,1,11,1,0,0,21323,152,256,0
0,72,1,41,1,1,0,47293,12,32,0
1,61,1,28,0,1,1,29541,26,282,0
0,23,1,46,0,0,1,33567,152,126,0
1,41,1,29,0,1,1,24171,124,131,0
1,29,1,3,1,0,0,42143,152,104,0
1,29,1,18,1,0,0,20926,152,235,0
1,24,1,45,1,0,0,27107,152,213,0
1,24,1,12,1,0,0,27050,152,199,0
1,26,1,11,1,0,0,23513,152,81,0
1,43,1,28,1,1,0,43899,124,24,0
0,22,1,15,0,0,1,30472,160,143,0
1,25,1,3,1,0,0,18545,152,54,0
0,46,1,8,0,1,1,37279,124,69,0
1,21,1,41,1,0,0,31779,152,137,0
1,32,1,8,0,1,1,2630,157,126,0
1,56,1,28,0,1,1,59545,26,144,0
0,24,1,12,1,0,0,24571,152,140,0
1,50,1,28,0,1,1,60624,55,151,0
0,43,1,28,1,1,0,38070,26,52,0
0,42,1,28,0,1,1,37428,122,204,0
0,25,1,16,1,0,0,2630,152,296,0
1,20,1,27,0,0,1,27553,160,120,0
0,33,1,28,0,1,1,2630,158,40,0
0,47,1,6,0,1,1,2630,124,251,0
0,68,1,46,1,1,0,37378,124,62,0
1,21,1,29,1,0,0,41482,152,227,0
1,47,1,28,0,2,1,51504,26,115,0
1,23,1,37,1,0,1,2630,160,58,0
1,54,1,48,1,1,0,2630,26,182,0
0,67,1,46,1,1,0,24750,26,79,0
1,27,1,28,1,0,0,43067,153,29,0
0,47,1,38,0,1,0,31161,124,178,0
0,25,1,28,0,0,1,79651,152,60,0
1,38,1,28,0,1,1,54385,124,27,0
0,22,1,46,0,0,1,45077,152,92,0
1,20,1,25,0,0,1,26965,160,57,0
0,40,1,30,0,1,1,28584,163,118,0
1,80,1,8,0,1,1,32018,7,163,0
1,23,1,28,0,1,1,36677,26,17,0
1,30,1,41,0,0,1,26691,152,12,0
1,62,1,46,1,1,0,25145,90,250,0
0,25,1,8,0,0,1,34231,160,63,0
1,22,1,15,1,0,0,38888,152,147,0
1,32,1,28,0,1,0,61642,26,297,0
1,39,1,47,0,1,1,36946,124,273,0
0,28,1,41,0,0,1,21967,152,291,0
0,64,1,28,0,2,1,34345,124,148,0
1,21,1,50,1,0,0,31596,152,15,0
0,21,1,9,0,0,1,2630,160,34,0
1,57,1,46,0,1,1,35606,163,266,0
1,63,1,28,0,1,1,53967,26,135,0
1,26,1,8,1,0,0,2630,152,269,0
0,28,1,11,1,0,0,27337,152,272,0
1,25,1,28,1,0,0,36074,152,170,0
1,46,1,28,0,1,0,32680,124,102,0
0,23,1,47,0,0,0,40533,26,152,0
0,76,1,28,0,2,1,79184,124,42,0
1,26,1,6,1,0,0,26774,152,18,0
0,22,1,41,1,0,0,34787,152,98,0
1,21,1,45,1,0,0,23987,152,203,0
1,44,1,28,0,1,1,2630,26,176,0
0,25,1,8,1,0,0,63959,152,67,0
1,52,1,8,0,1,1,37433,124,154,0
1,28,1,19,1,0,0,26632,152,129,0
1,33,1,8,1,1,0,44883,124,150,0
0,29,1,18,1,0,0,35692,152,87,0
0,58,1,14,0,1,1,2630,156,199,0
1,24,1,30,1,0,0,27728,152,158,0
1,44,1,28,1,1,0,31319,124,203,0
0,31,1,3,0,1,1,20669,124,80,0
0,49,1,28,0,1,1,39120,124,120,0
0,41,1,11,0,1,1,34921,26,237,0
0,46,1,41,1,1,0,29699,124,20,0
0,42,1,28,0,1,0,51558,26,124,0
0,23,1,30,0,0,1,2630,152,245,0
1,23,1,46,1,0,0,28816,152,262,0
1,60,1,29,1,1,0,2630,152,170,0
0,70,1,33,1,1,0,32969,124,87,0
0,38,1,28,1,1,0,35556,26,102,0
1,35,1,28,0,1,1,66199,154,274,0
1,53,1,8,0,1,1,38067,26,126,0
0,39,1,46,0,1,1,2630,124,279,0
0,43,1,15,0,1,0,37872,26,166,0
0,63,1,50,1,1,0,34147,8,203,0
0,40,1,23,1,1,0,2630,124,128,0
0,33,1,28,0,1,1,39747,124,209,0
1,48,1,28,1,1,0,40322,26,188,0
0,48,1,28,1,1,0,47214,26,19,0
1,26,1,19,1,0,0,32910,152,23,0
0,25,1,50,0,0,1,23995,152,232,0
0,24,1,46,1,0,0,22054,152,115,0
1,59,1,28,0,1,1,48352,122,131,0
0,25,1,37,0,0,1,2630,152,139,0
1,20,1,10,0,0,1,24515,160,74,0
1,23,1,30,0,0,1,28030,152,28,0
1,22,1,21,1,0,0,26173,152,231,0
1,49,1,37,1,1,0,50195,26,120,0
1,48,1,3,1,1,0,36021,26,264,0
1,66,1,28,0,2,1,42990,124,224,0
0,41,1,43,0,1,1,2630,124,186,0
0,62,1,28,1,1,0,30507,26,280,0
1,65,1,1,0,1,1,2630,26,184,0
0,26,1,36,1,0,0,2630,152,268,0
0,57,1,28,0,1,1,46542,26,110,0
1,23,1,41,1,0,0,30183,152,251,0
1,26,1,33,0,1,1,28124,154,76,0
0,21,1,36,1,0,0,31470,160,237,0
0,40,1,35,1,1,0,20986,26,263,0
1,41,1,28,0,1,1,35314,124,209,0
0,23,1,13,0,0,1,32686,152,76,0
1,36,1,28,0,2,1,39262,124,71,0
0,49,1,11,1,1,0,41429,26,207,0
1,61,1,28,0,2,1,23884,26,98,0
0,46,1,11,1,1,0,29444,124,252,0
0,45,1,8,0,1,1,39227,26,250,0
1,24,1,8,1,0,0,32205,152,133,0
0,24,1,48,0,0,1,2630,155,145,0
1,79,1,28,0,1,0,79487,52,279,0
1,21,1,7,1,0,0,2630,152,272,0
0,22,1,28,1,0,0,28279,152,173,0
0,73,1,28,1,1,0,46479,26,179,0
1,21,1,36,1,0,1,31207,163,217,0
1,26,1,29,1,0,0,48304,152,209,0
1,38,1,28,0,1,1,44043,155,218,0
0,65,1,8,0,2,1,57569,26,153,0
1,45,1,27,1,1,0,32632,26,98,0
1,41,1,28,1,1,0,2630,26,28,0
1,23,1,2,1,0,0,41636,152,54,0
1,22,1,51,0,0,1,2630,152,167,0
0,31,1,37,1,0,0,23564,26,107,0
0,20,1,46,0,0,1,38590,160,60,0
0,47,1,8,0,1,1,28282,154,146,0
0,23,1,47,0,0,0,33381,151,127,0
0,49,1,8,1,1,0,39323,26,147,0
0,24,1,29,1,0,0,34013,152,142,0
1,21,1,28,0,0,1,64730,152,114,0
1,29,1,28,1,0,0,26703,152,53,0
1,53,1,25,0,1,0,28449,26,173,0
1,21,1,32,1,0,0,2630,152,56,0
1,74,1,46,1,1,1,22001,124,243,0
0,53,1,28,0,1,1,45133,40,283,0
1,23,1,11,1,0,0,28973,152,172,0
0,40,1,50,1,1,0,36218,153,210,0
1,25,1,3,1,0,0,21188,152,295,0
1,25,1,40,0,0,1,32589,26,224,0
1,24,1,28,1,0,0,40699,152,163,0
0,63,1,13,1,1,0,25759,26,181,0
1,30,1,28,1,0,0,61241,152,268,0
1,30,1,24,1,0,0,32184,152,140,0
0,33,1,8,0,0,1,2630,124,118,0
1,24,1,7,1,0,0,55462,152,210,0
1,43,1,33,0,1,1,36954,124,293,0
1,62,1,3,1,1,0,2630,124,52,0
1,22,1,25,0,0,1,28087,152,278,0
0,45,1,8,0,1,1,36342,124,38,0
0,57,1,17,0,1,1,64558,26,105,0
0,72,1,28,0,1,1,54065,26,227,0
0,47,1,8,0,1,1,45052,124,72,0
1,72,1,28,0,1,1,2630,26,49,0
0,67,1,29,0,2,1,37904,26,190,0
