用户ID,性别,年龄,是否有驾照,所在地区,是否此前购买过车险,车龄,车辆是否发生过事故,年保费,购买渠道,距离上次沟通时间间隔
390179,1,51,1,28,0,1,1,43513,26,24
390180,0,26,1,33,1,0,0,2630,152,200
390181,0,62,1,28,1,1,0,49119,52,254
390182,1,22,1,15,0,0,0,23994,152,74
390183,1,22,1,34,1,0,0,19859,152,64
390184,0,24,1,28,0,0,0,2630,151,49
390185,0,52,1,28,0,1,1,36709,49,248
390186,1,25,1,43,1,0,0,2630,152,41
390187,0,21,1,2,1,0,0,37570,152,230
390188,0,40,1,15,0,1,1,46906,124,281
390189,0,54,1,45,1,1,0,2630,124,86
390190,0,50,1,52,0,1,1,34184,124,195
390191,1,73,1,28,0,1,1,44195,26,30
390192,0,44,1,41,0,1,1,27256,136,34
390193,0,41,1,29,0,1,1,2630,160,138
390194,0,21,1,36,0,0,1,2630,152,58
390195,0,43,1,28,0,1,1,32883,122,94
390196,1,25,1,33,1,0,0,46599,152,160
390197,0,45,1,36,0,1,1,35498,152,51
390198,1,29,1,28,0,0,1,45256,155,77
390199,0,30,1,29,0,1,1,2630,156,268
390200,0,51,0,28,1,1,1,38841,26,126
390201,0,26,1,11,1,0,0,33687,152,263
390202,0,29,1,37,1,0,0,33275,157,291
390203,1,33,1,33,1,0,0,40270,152,288
390204,1,68,1,28,0,1,1,54264,26,50
390205,1,26,1,21,1,0,0,29578,152,217
390206,0,21,1,15,1,0,0,31305,152,53
390207,0,52,1,8,0,1,1,35975,124,120
390208,1,53,1,28,0,1,1,40760,124,283
390209,0,44,1,1,1,1,1,2630,124,118
390210,1,61,1,12,0,2,1,26220,163,148
390211,1,20,1,42,1,0,0,29160,160,63
390212,1,28,1,30,1,0,0,33378,152,39
390213,1,21,1,33,1,0,0,2630,152,289
390214,0,62,1,3,1,1,0,25671,26,174
390215,0,24,1,49,1,0,0,29175,152,240
390216,0,54,1,30,1,1,0,2630,26,28
390217,0,60,1,8,1,1,1,37358,7,290
390218,0,68,1,41,1,1,0,21828,124,271
390219,1,22,1,41,1,0,0,29630,152,140
390220,1,25,1,28,1,0,0,28423,152,90
390221,1,28,1,22,1,0,0,24100,152,84
390222,1,39,1,17,0,1,1,59886,154,78
390223,1,49,1,8,0,1,1,52108,124,177
390224,0,59,1,8,1,1,0,48638,26,139
390225,1,47,1,28,1,1,0,33195,26,132
390226,1,22,1,11,1,0,0,44488,152,181
390227,1,24,1,11,0,0,1,30203,152,241
390228,1,25,1,23,1,0,0,27421,152,278
390229,1,21,1,3,1,0,0,28854,152,64
390230,0,37,1,23,0,1,1,26678,26,111
390231,0,43,1,28,0,1,1,32288,122,217
390232,0,67,1,18,0,1,1,27466,26,206
390233,1,22,1,15,1,0,0,40708,152,199
390234,0,37,1,28,0,1,1,35933,26,174
390235,0,23,1,15,1,0,0,31404,152,88
390236,1,23,1,37,1,0,0,32959,152,275
390237,1,28,1,4,1,0,0,21256,152,230
390238,0,21,1,5,0,0,1,2630,160,286
390239,0,36,1,28,0,1,1,34013,124,231
390240,1,52,1,28,0,1,1,53090,26,114
390241,0,52,1,13,0,1,1,50978,26,293
390242,0,22,1,33,1,0,0,26527,152,262
390243,1,55,1,28,0,1,1,34677,26,143
390244,1,63,1,28,1,1,0,48479,26,221
390245,0,25,1,47,1,0,0,22043,152,82
390246,1,22,1,34,0,0,0,34683,152,37
390247,1,25,1,8,0,0,1,45499,152,149
390248,0,47,1,50,1,1,1,24142,124,107
390249,0,45,1,11,0,1,0,2630,26,71
390250,0,24,1,8,1,0,0,31190,152,33
390251,0,21,1,8,0,0,1,28942,160,250
390252,1,39,1,28,0,1,1,51384,26,39
390253,1,44,1,15,0,1,1,27716,86,149
390254,1,23,1,50,1,0,0,48361,26,283
390255,0,21,1,46,0,0,1,48258,160,291
390256,0,21,1,46,1,0,0,26142,160,46
390257,0,23,1,15,0,0,1,38619,152,242
390258,1,23,1,13,1,0,0,30345,152,65
390259,1,34,1,24,1,1,0,2630,124,247
390260,1,26,1,6,0,0,1,32886,26,261
390261,1,32,1,28,0,1,1,2630,157,36
390262,1,22,1,34,0,0,1,2630,152,258
390263,1,80,1,46,1,1,0,2630,7,122
390264,0,63,1,28,0,1,1,2630,157,222
390265,0,23,1,6,1,0,0,24413,152,19
390266,0,37,1,3,1,1,1,25824,154,155
390267,0,44,1,45,0,1,1,31377,26,214
390268,1,23,1,2,1,0,0,27737,152,189
390269,0,54,1,28,1,1,0,42273,124,27
390270,1,43,1,0,0,1,1,2630,122,225
390271,0,39,1,46,0,1,0,33679,26,224
390272,0,46,1,33,0,1,1,29541,124,256
390273,1,30,1,50,0,0,0,25788,152,66
390274,0,22,1,12,1,0,0,2630,26,245
390275,0,48,1,46,1,1,0,38661,26,269
390276,0,63,1,28,0,1,1,42576,26,271
390277,1,50,1,35,0,1,1,46554,26,158
390278,0,23,1,47,0,0,0,26006,152,113
390279,1,49,1,28,1,1,0,41202,26,88
390280,1,64,1,8,1,1,0,49091,7,249
390281,0,45,1,28,0,2,1,2630,25,135
390282,1,25,1,41,1,0,0,34390,152,32
390283,0,31,1,28,1,1,0,27031,26,269
390284,0,26,1,17,0,0,1,2630,160,13
390285,1,51,1,45,0,1,1,45875,124,197
390286,1,26,1,18,0,0,1,37603,152,156
390287,0,58,1,41,0,1,1,41362,26,289
390288,1,24,1,8,1,0,0,32339,152,122
390289,0,62,1,8,0,1,1,47203,3,245
390290,0,24,1,13,1,0,0,29592,152,231
390291,1,29,1,46,1,0,0,27522,152,224
390292,0,63,1,28,0,2,1,49575,26,297
390293,0,21,1,3,1,0,0,2630,152,209
390294,0,41,1,28,0,1,1,2630,154,171
390295,0,45,1,39,1,1,0,27667,26,195
390296,0,23,1,16,1,0,0,36324,152,96
390297,1,25,1,14,1,0,0,32638,152,64
390298,1,34,1,28,0,1,1,53656,26,26
390299,0,58,1,15,0,1,0,23327,124,51
390300,0,70,1,45,1,1,1,43712,26,208
390301,0,31,1,45,1,0,0,30363,152,249
390302,0,37,1,29,1,1,0,22701,154,193
390303,0,42,1,28,0,1,1,52727,26,91
390304,0,55,1,45,1,1,0,27587,124,270
390305,1,20,1,47,0,0,0,25220,160,169
390306,0,41,1,48,0,1,1,2630,7,192
390307,0,45,1,23,0,1,1,22892,26,147
390308,0,67,1,28,0,1,1,2630,55,42
390309,1,43,1,15,0,1,1,2630,152,85
390310,1,24,1,10,1,0,0,23702,152,174
390311,0,40,1,45,0,1,1,21194,26,79
390312,0,49,1,28,0,1,1,50198,60,88
390313,0,51,1,28,0,1,1,38865,26,144
390314,1,36,1,30,0,1,1,45902,26,60
390315,1,40,1,36,0,1,1,39365,26,88
390316,1,25,1,8,0,0,0,44568,152,66
390317,1,21,1,28,0,0,1,38523,152,255
390318,0,25,1,45,1,0,0,27484,152,122
390319,1,25,1,33,1,0,0,29624,152,42
390320,0,36,1,28,0,1,1,29605,122,87
390321,0,21,1,41,0,0,1,30610,152,248
390322,0,42,1,18,0,1,1,35708,157,175
390323,0,44,1,8,0,1,1,2630,124,79
390324,1,24,1,36,0,0,1,29759,152,269
390325,1,22,1,5,1,0,0,30993,152,76
390326,0,25,1,41,1,0,0,30148,152,44
390327,0,41,1,28,1,1,0,42155,55,116
390328,0,34,1,40,1,1,0,2630,26,207
390329,1,21,1,39,1,0,0,23878,160,26
390330,1,23,1,28,1,0,0,42358,152,135
390331,1,55,1,28,0,1,1,32111,163,147
390332,1,25,1,11,1,0,0,31844,152,34
390333,0,26,1,10,1,0,0,31333,152,34
390334,0,25,1,15,1,0,0,27372,152,167
390335,0,45,1,17,0,1,1,2630,157,69
390336,1,53,1,28,0,1,1,2630,156,243
390337,0,29,1,6,0,0,1,16883,152,241
390338,1,55,1,41,1,1,0,38572,124,37
390339,1,46,1,28,1,1,0,35683,26,217
390340,0,64,1,8,0,1,0,2630,124,249
390341,0,58,1,46,0,1,1,26981,124,178
390342,1,23,1,3,1,0,0,55282,160,211
390343,0,78,1,8,1,1,0,46023,124,170
390344,1,38,1,28,1,1,0,46296,124,240
390345,0,22,1,50,0,0,1,25082,152,233
390346,0,42,1,8,0,1,1,34795,124,236
390347,0,42,1,8,0,1,1,33150,124,194
390348,1,39,1,28,0,1,1,47300,26,189
390349,1,23,1,50,1,0,0,21999,152,134
390350,1,50,1,28,0,1,1,45270,26,233
390351,1,36,1,28,0,1,0,27115,122,211
390352,0,24,1,8,0,0,0,2630,151,278
390353,1,42,1,22,0,1,1,2630,124,256
390354,1,24,1,37,1,0,0,28052,152,12
390355,1,65,1,13,0,2,1,27135,26,224
390356,1,24,1,8,0,0,1,35126,152,164
390357,1,26,1,30,1,0,0,24373,152,261
390358,0,50,1,30,0,1,1,60151,124,216
390359,0,29,1,46,1,0,0,34398,152,86
390360,0,43,1,41,0,1,1,25470,26,272
390361,0,54,1,28,1,1,0,43799,124,73
390362,0,54,1,39,0,1,1,2630,124,157
390363,1,50,1,46,0,1,1,43292,26,134
390364,0,71,1,43,0,1,1,42014,26,97
390365,0,49,1,31,1,1,0,2630,9,218
390366,0,27,1,36,1,0,0,46655,152,229
390367,1,29,1,46,0,0,0,27722,152,244
390368,1,28,1,28,1,0,0,2630,160,236
390369,1,27,1,14,1,0,0,25845,152,297
390370,0,38,1,47,0,1,1,36627,124,146
390371,0,42,1,28,0,1,1,43706,155,216
390372,0,66,1,33,1,1,0,33771,11,147
390373,0,43,1,48,1,1,0,2630,15,93
390374,0,64,1,28,1,1,0,2630,150,117
390375,1,45,1,28,0,1,1,68616,26,162
390376,0,36,1,29,0,1,1,31181,124,183
390377,1,36,1,4,0,1,1,2630,156,256
390378,1,24,1,46,1,0,0,25553,152,191
390379,0,40,1,0,1,1,0,2630,26,177
390380,1,51,1,28,1,1,0,24855,122,269
390381,1,21,1,22,0,0,1,31949,160,284
390382,0,47,1,29,0,1,1,2630,124,111
390383,1,22,1,32,1,0,0,2630,152,265
390384,1,24,1,2,1,0,0,33107,152,93
390385,0,72,1,20,0,2,1,2630,26,80
390386,1,22,1,46,0,0,0,2630,152,109
390387,0,38,1,28,0,2,1,46346,124,215
390388,0,47,1,28,0,1,1,47089,26,144
390389,1,34,1,28,1,0,0,57034,152,137
390390,0,49,1,28,1,1,0,46533,52,33
390391,0,42,1,28,0,1,0,30724,124,233
390392,1,21,1,12,1,0,0,21198,160,191
390393,0,32,1,28,1,1,0,47431,124,21
390394,1,32,1,24,0,0,1,2630,156,99
390395,0,28,1,28,0,1,1,72544,55,32
390396,0,29,1,3,1,1,0,2630,26,155
390397,0,50,1,28,0,2,1,66742,124,190
390398,0,24,1,37,0,0,1,45977,152,17
390399,0,39,1,39,0,1,1,2630,31,216
390400,1,21,1,41,0,0,1,32924,152,221
390401,0,34,1,28,0,1,1,38917,156,64
390402,1,25,1,47,1,0,0,32967,152,96
390403,1,23,1,3,1,0,0,27985,152,267
390404,1,23,1,11,1,0,0,30218,152,74
390405,1,24,1,6,1,0,0,18073,152,224
390406,0,48,1,28,0,2,1,76673,122,31
390407,0,44,1,48,0,1,0,2630,154,204
390408,1,24,1,28,1,0,0,24509,152,231
390409,0,46,1,36,0,1,1,2630,124,215
390410,1,21,1,29,1,0,0,28661,152,242
390411,0,53,1,36,0,1,1,2630,156,214
390412,1,27,1,21,1,0,1,22713,152,85
390413,1,23,1,11,1,0,0,32640,152,230
390414,1,23,1,50,1,0,0,54953,152,141
390415,1,25,1,28,1,0,0,37748,152,221
390416,1,28,1,8,1,0,0,32889,152,64
390417,0,24,1,50,1,0,0,45173,152,290
390418,0,31,1,8,1,1,0,23457,124,239
390419,1,23,1,37,0,0,1,23191,152,293
390420,0,29,1,30,1,0,0,29597,152,181
390421,0,25,1,50,1,0,0,45195,152,285
390422,0,21,1,46,1,0,0,38371,160,94
390423,0,33,1,33,1,0,0,41878,152,179
390424,0,45,1,47,0,1,1,31918,124,50
390425,1,52,1,48,0,1,1,2630,155,213
390426,1,45,1,28,1,1,0,27075,124,168
390427,1,22,1,13,1,0,0,37616,152,182
390428,0,42,1,28,0,1,1,32242,26,11
390429,0,50,1,28,0,1,1,61409,26,29
390430,0,53,1,28,0,1,1,31442,26,239
390431,0,27,1,41,1,0,0,43052,152,100
390432,0,37,1,11,1,1,0,53372,157,142
390433,1,26,1,15,1,0,0,2630,152,54
390434,0,69,1,28,1,1,0,45501,26,181
390435,0,58,1,50,0,1,1,28493,155,165
390436,0,24,1,12,0,0,1,16978,152,110
390437,1,69,1,28,0,1,1,41847,26,133
390438,0,40,1,19,0,1,1,35528,26,153
390439,1,25,1,36,0,0,0,2630,160,47
390440,0,44,1,28,0,1,1,35718,124,259
390441,1,26,1,37,0,0,1,21090,152,276
390442,1,25,1,28,1,0,0,24674,152,227
390443,0,58,1,28,0,1,1,34145,29,45
390444,1,24,1,8,1,0,0,70362,152,283
390445,0,38,1,28,0,1,1,35941,55,92
390446,1,58,1,28,1,1,0,26051,26,155
390447,0,29,1,15,0,0,1,21175,152,235
390448,0,28,1,9,1,0,0,2630,152,145
390449,1,23,1,36,0,0,0,31243,152,243
390450,1,41,1,28,0,1,1,2630,156,188
390451,0,46,1,31,0,1,1,2630,9,60
390452,0,52,1,15,0,1,1,44033,26,263
390453,1,22,1,43,1,0,0,29854,152,40
390454,0,27,1,28,1,0,0,47521,152,53
390455,0,32,1,18,0,0,1,23946,156,100
390456,1,26,1,2,1,0,0,31023,152,50
390457,0,24,1,35,1,0,0,2630,152,251
390458,1,25,1,9,0,0,1,24507,152,12
390459,0,21,1,28,0,0,1,24268,152,224
390460,0,43,1,8,0,1,0,35873,124,138
390461,1,47,1,8,0,1,1,29350,124,264
390462,1,23,1,18,0,0,1,20300,152,120
390463,0,50,1,13,0,1,1,23304,124,271
390464,0,23,1,11,1,0,0,42994,152,286
390465,0,23,1,6,1,0,0,26644,152,46
390466,0,39,1,36,0,1,1,28786,124,199
390467,0,53,1,17,0,2,1,2630,124,25
390468,0,52,1,6,1,1,0,2630,124,211
390469,0,59,1,6,0,1,1,2630,163,107
390470,1,23,1,45,1,0,0,30062,152,110
390471,0,25,1,35,1,0,0,32953,152,124
390472,0,25,1,47,1,0,0,2630,152,66
390473,1,23,1,36,0,0,1,34605,152,127
390474,1,79,1,8,0,2,1,2630,156,227
390475,1,40,1,48,0,1,1,2630,124,173
390476,1,22,1,47,0,0,1,26239,152,128
390477,1,26,1,8,1,0,0,35567,152,299
390478,0,40,1,28,1,1,0,34357,124,90
390479,1,29,1,10,1,0,0,28430,152,79
390480,1,26,1,47,1,0,0,31561,152,271
390481,0,73,1,28,1,1,0,28626,26,79
390482,0,29,1,50,1,0,0,34007,152,238
390483,1,51,1,28,0,1,1,53548,111,121
390484,0,22,1,45,1,0,0,37368,152,35
390485,0,50,1,28,0,1,1,2630,124,251
390486,1,49,1,3,0,1,1,17108,124,187
390487,0,30,1,28,0,0,1,40253,26,143
390488,0,66,1,46,1,1,0,22752,29,18
390489,1,45,1,24,0,1,1,26986,26,204
390490,1,48,1,48,1,1,0,2630,26,32
390491,1,50,1,26,1,1,0,31717,124,209
390492,0,61,1,8,0,1,1,35837,156,243
390493,1,34,1,29,0,1,1,40246,157,124
390494,1,22,1,15,0,0,1,45049,152,127
390495,1,42,1,8,1,1,0,27905,124,151
390496,1,24,1,18,1,0,0,36812,152,269
390497,0,21,1,39,0,0,1,2630,152,84
390498,1,39,1,8,0,1,1,29342,157,21
390499,0,50,1,28,0,1,1,26425,26,84
390500,1,24,1,6,0,0,1,2630,152,80
390501,0,24,1,40,1,0,0,2630,152,78
390502,0,47,1,28,0,1,1,38794,122,82
390503,0,46,1,24,0,1,1,30062,124,271
390504,1,27,1,41,1,0,0,39483,152,65
390505,1,38,1,28,0,1,1,24517,156,168
390506,1,50,1,36,0,1,1,34760,124,11
390507,1,44,1,8,0,1,1,75884,26,90
390508,1,38,1,39,1,1,0,26501,152,150
390509,1,48,1,28,1,1,0,29842,26,247
390510,0,41,1,28,1,1,0,32556,124,19
390511,0,30,1,8,0,1,0,25739,124,161
390512,0,44,1,45,1,1,1,30550,29,186
390513,0,21,1,15,0,0,0,29521,160,151
390514,1,51,1,28,0,1,1,40709,124,159
390515,0,23,1,8,1,0,0,34560,152,72
390516,0,23,1,46,1,0,0,24664,152,13
390517,1,70,1,20,0,1,1,2630,26,98
390518,0,23,1,8,0,0,0,78311,152,292
390519,1,30,1,31,1,0,0,2630,152,115
390520,0,44,1,28,0,1,1,38302,26,231
390521,1,35,1,11,0,1,1,2630,156,157
390522,1,41,1,28,1,1,0,31348,124,203
390523,1,41,1,28,1,1,0,25765,152,215
390524,1,37,1,28,0,1,1,40628,124,64
390525,0,32,1,20,1,1,0,2630,124,146
390526,1,22,1,10,1,0,0,26776,152,132
390527,0,49,1,28,0,1,1,2630,156,39
390528,0,41,1,28,0,1,1,34005,124,124
390529,1,23,1,41,1,0,0,27696,151,73
390530,0,44,1,28,0,1,1,50171,124,142
390531,0,52,1,28,0,1,1,46160,26,103
390532,1,35,1,35,0,1,1,28529,124,72
390533,1,67,1,41,0,1,1,40825,26,235
390534,0,26,1,0,0,0,0,2630,152,270
390535,1,45,1,50,0,1,1,32975,66,256
390536,1,34,1,18,0,1,1,26334,157,296
390537,1,41,1,4,1,1,0,2630,124,35
390538,1,25,1,29,0,0,1,31263,124,106
390539,0,23,1,47,0,0,1,31411,151,220
390540,1,25,1,36,0,0,0,34215,152,58
390541,0,24,1,11,1,0,0,42218,151,21
390542,0,62,1,50,1,1,0,47472,26,189
390543,1,28,1,21,1,0,0,25077,152,96
390544,1,44,1,28,0,1,1,41015,26,241
390545,1,23,1,8,1,0,0,32262,152,233
390546,0,45,1,29,0,2,1,34893,124,96
390547,1,71,1,48,1,1,0,2630,15,78
390548,0,39,1,29,1,1,0,39358,124,154
390549,0,32,1,35,0,0,1,30532,124,262
390550,0,26,1,14,1,0,0,19818,152,196
390551,0,52,1,19,0,1,1,33900,26,189
390552,0,41,1,28,0,1,1,30726,55,296
390553,1,33,1,41,0,1,1,2630,26,58
390554,0,42,1,11,0,1,1,27404,124,113
390555,0,22,1,9,1,0,0,34102,152,101
390556,0,21,1,8,0,0,1,47463,160,295
390557,1,36,1,3,0,1,1,38266,26,15
390558,0,62,1,28,0,1,1,45235,122,28
390559,0,23,1,29,1,0,0,35139,152,151
390560,1,24,1,29,1,0,0,52597,152,265
390561,0,23,1,23,1,0,0,22708,152,47
390562,1,74,1,46,0,2,1,45291,124,164
390563,1,23,1,3,1,0,0,48687,26,42
390564,1,22,1,36,0,0,1,34873,152,170
390565,0,50,1,29,0,1,1,2630,124,143
390566,1,34,1,38,0,1,1,42649,26,103
390567,1,25,1,28,1,0,0,49376,152,123
390568,0,26,1,9,0,0,1,33873,152,129
390569,0,28,1,13,1,0,0,30800,152,16
390570,0,50,1,28,1,1,0,50041,124,62
390571,0,23,1,8,1,0,0,47874,160,235
390572,1,48,1,28,1,1,0,36918,124,225
390573,0,22,1,15,0,0,1,26771,160,179
390574,0,57,1,28,0,1,1,39532,124,225
390575,0,53,1,28,0,1,1,38536,26,95
390576,1,45,1,12,0,1,1,36788,26,78
390577,0,42,1,28,0,1,1,43673,163,182
390578,1,37,1,46,0,1,1,52664,26,252
390579,0,50,1,36,0,1,1,67893,124,176
390580,1,39,1,43,1,1,0,31878,26,71
390581,0,26,1,2,1,0,0,20485,152,57
390582,1,50,1,28,0,1,1,65301,26,119
390583,0,57,1,28,0,1,1,21007,29,19
390584,1,20,1,25,0,0,1,25948,160,15
390585,1,70,1,28,0,1,1,30041,26,33
390586,1,26,1,11,1,0,0,35394,152,128
390587,1,33,1,33,0,0,1,26726,152,159
390588,0,24,1,3,0,0,0,23799,152,61
390589,1,22,1,49,0,0,0,32212,152,250
390590,1,24,1,41,0,0,0,2630,156,45
390591,0,42,1,28,0,1,1,65862,26,37
390592,0,33,1,28,0,0,1,28366,26,71
390593,0,67,1,28,0,1,1,47513,26,244
390594,0,23,1,28,1,0,0,29483,152,136
390595,1,78,1,28,1,1,0,25238,125,166
390596,0,28,1,10,1,0,1,22549,26,10
390597,0,56,1,24,0,1,1,49727,26,24
390598,0,75,1,28,0,1,0,33009,124,244
390599,1,58,1,8,0,1,1,39738,26,177
390600,0,39,1,28,0,1,1,29721,122,292
390601,0,21,1,3,0,0,1,41492,160,76
390602,1,21,1,14,1,0,0,26532,152,185
390603,0,45,1,28,0,1,1,40499,26,223
390604,1,42,1,28,0,1,1,39132,124,200
390605,1,24,1,16,1,0,0,21559,152,89
390606,0,49,1,28,1,1,0,43787,26,188
390607,1,25,1,45,1,0,0,21392,152,190
390608,1,42,1,28,0,1,1,33259,124,47
390609,1,24,1,29,1,0,0,23752,152,260
390610,0,24,1,8,1,0,0,41324,152,209
390611,0,41,1,39,1,1,0,2630,26,124
390612,0,45,1,46,1,1,1,24436,26,244
390613,1,61,1,8,0,1,1,2630,4,246
390614,1,23,1,25,1,0,0,42623,152,25
390615,1,54,1,43,1,1,0,27485,124,166
390616,1,37,1,41,1,1,0,2630,124,285
390617,1,40,1,24,0,1,1,29065,124,72
390618,1,33,1,8,1,0,0,32842,152,281
390619,1,24,1,6,1,0,0,16457,152,22
390620,0,57,1,8,0,1,1,41253,154,137
390621,0,28,1,15,1,0,0,34670,152,19
390622,0,47,1,41,0,1,1,2630,156,123
390623,0,42,1,28,0,1,1,41504,26,83
390624,1,52,1,28,1,1,0,26268,26,49
390625,1,23,1,30,1,0,0,23005,152,84
390626,0,53,1,7,1,1,1,32180,26,100
390627,0,31,1,46,0,0,1,2630,124,119
390628,0,38,1,29,0,1,1,44143,52,31
390629,0,69,1,28,0,1,1,58795,124,48
390630,0,31,1,3,0,0,1,2630,152,57
390631,1,38,1,45,1,1,0,31020,107,60
390632,0,27,1,28,1,0,0,30530,152,103
390633,0,21,1,15,0,0,1,28351,152,246
390634,0,23,1,14,1,0,0,24858,152,184
390635,1,57,1,47,0,1,1,42772,124,93
390636,0,43,1,16,1,1,0,27754,124,48
390637,0,55,1,45,0,1,1,35567,157,287
390638,1,73,1,28,0,1,1,27293,26,102
390639,0,37,1,8,0,1,1,37589,157,145
390640,1,21,1,10,1,0,0,34259,152,249
390641,1,23,1,8,1,0,0,41217,151,262
390642,0,25,1,41,1,0,0,34683,152,189
390643,0,28,1,41,1,0,0,46934,152,160
390644,1,33,1,28,0,0,1,28373,124,104
390645,0,24,1,36,1,0,0,32907,152,256
390646,0,32,1,18,0,1,1,25923,124,193
390647,0,23,1,41,1,0,0,31515,152,267
390648,0,25,1,39,0,0,1,2630,152,289
390649,1,48,1,28,0,1,1,39120,124,176
390650,1,20,1,49,0,0,1,24989,160,267
390651,1,58,1,28,0,1,1,44386,60,183
390652,1,20,1,46,1,0,0,22676,160,17
390653,0,21,1,28,0,0,1,58718,152,99
390654,0,46,1,28,0,1,0,49890,124,119
390655,1,46,1,28,0,1,1,49179,13,213
390656,0,26,1,28,1,0,0,37715,124,197
390657,0,49,1,15,0,1,1,34809,124,155
390658,1,51,1,41,1,1,0,45920,3,245
390659,1,21,1,29,1,0,0,27621,152,271
390660,0,30,1,28,0,1,1,41808,26,284
390661,0,35,1,19,0,1,1,37794,124,239
390662,1,26,1,2,0,0,1,36028,152,32
390663,1,20,1,2,0,0,1,34908,160,11
390664,1,26,1,37,1,0,0,25997,152,289
390665,1,25,1,6,1,0,0,24588,152,115
390666,1,57,1,28,0,2,1,43321,124,159
390667,0,60,1,28,0,1,1,45413,13,122
390668,0,70,1,18,0,2,1,51969,124,198
390669,0,40,1,28,0,1,1,49038,122,65
390670,0,48,1,38,0,1,1,40047,124,79
390671,0,24,1,8,1,0,0,62799,152,69
390672,0,24,1,2,1,0,0,2630,152,38
390673,0,45,1,28,0,1,1,30084,124,141
390674,0,40,1,28,0,1,1,50955,122,37
390675,0,76,1,40,0,2,1,45083,26,96
390676,0,46,1,28,0,2,1,2630,26,72
390677,0,58,1,7,1,1,0,29146,26,60
390678,0,39,1,37,1,1,0,34499,152,36
390679,1,35,1,28,0,1,1,47461,124,221
390680,0,33,1,28,0,1,1,38125,26,138
390681,1,71,1,3,0,1,1,24904,26,45
390682,0,56,1,28,1,1,0,67047,26,148
390683,0,27,1,45,1,0,0,36433,152,125
390684,0,24,1,13,1,0,0,2630,152,97
390685,0,26,1,28,1,0,0,37134,152,106
390686,1,23,1,3,1,0,0,25774,152,145
390687,0,61,1,4,0,1,1,31993,26,157
390688,0,23,1,12,1,0,0,36379,26,270
390689,1,25,1,28,1,0,0,50146,152,51
390690,0,48,1,28,1,1,0,41121,125,200
390691,1,25,1,33,1,0,0,29684,152,77
390692,1,23,1,15,0,0,1,33737,151,132
390693,1,23,1,46,1,0,0,24750,152,177
390694,1,24,1,8,0,0,1,44723,152,138
390695,0,36,1,28,0,1,1,33405,124,58
390696,0,50,1,28,1,1,0,40661,26,23
390697,0,49,1,35,0,1,1,2630,25,294
390698,0,37,1,28,0,1,1,24692,26,196
390699,1,60,1,28,1,1,0,60672,124,232
390700,1,52,1,28,0,2,1,44890,26,31
390701,1,41,1,41,1,1,0,20452,12,92
390702,1,58,1,28,0,2,1,64063,26,19
390703,1,76,1,48,0,1,1,2630,124,197
390704,1,28,1,28,1,1,0,68398,122,244
390705,1,28,1,50,0,1,1,2630,157,195
390706,0,44,1,28,1,1,0,55499,122,191
390707,1,28,1,41,1,0,0,39397,152,282
390708,0,38,1,46,0,1,1,36207,124,296
390709,1,25,1,43,1,0,0,25678,152,95
390710,0,59,1,47,0,1,1,35467,113,194
390711,0,46,1,41,0,1,1,34354,152,289
390712,1,25,1,21,1,0,0,23982,152,192
390713,1,62,1,28,0,1,1,37944,26,218
390714,0,25,1,28,1,0,0,41576,124,71
390715,0,50,1,27,0,1,1,30428,124,298
390716,0,41,1,28,0,1,1,30017,124,111
390717,0,45,1,8,0,1,1,37941,26,202
390718,0,25,1,37,1,0,0,30229,152,145
390719,1,43,1,28,1,1,0,32716,26,103
390720,0,50,1,8,0,1,1,47447,26,193
390721,1,33,1,45,1,0,0,21137,152,58
390722,0,25,1,8,1,0,0,46374,152,276
390723,1,22,1,30,1,0,0,32563,152,154
390724,1,46,1,28,0,1,1,41581,124,180
390725,1,23,1,46,1,0,0,29616,152,174
390726,1,23,1,41,1,0,0,29626,152,190
390727,0,21,1,8,1,0,1,43073,152,75
390728,1,22,1,33,1,0,0,32566,152,130
390729,1,43,1,37,0,1,1,2630,26,48
390730,0,38,1,33,0,1,1,58032,124,116
390731,0,26,1,10,0,0,1,2630,160,256
390732,1,47,1,0,0,2,1,2630,37,152
390733,1,23,1,45,0,0,1,31010,151,289
390734,0,32,1,8,1,1,0,30432,157,111
390735,1,68,1,14,1,1,0,34417,124,229
390736,1,32,1,28,0,0,1,43833,124,86
390737,1,46,1,8,1,1,0,51475,26,293
390738,0,61,1,46,0,1,1,59869,11,176
390739,0,58,1,3,0,1,0,40214,124,140
390740,0,68,1,28,1,1,0,39046,26,32
390741,1,24,1,19,1,0,0,41958,152,212
390742,0,49,1,28,0,1,1,35504,26,254
390743,1,23,1,41,1,0,0,22672,152,43
390744,0,49,1,48,0,1,1,2630,154,10
390745,0,32,1,12,0,0,1,36607,152,80
390746,0,22,1,45,1,0,0,2630,152,50
390747,0,33,1,31,1,0,0,2630,152,198
390748,0,77,1,47,0,1,1,26416,113,101
390749,0,56,1,37,0,1,1,2630,124,52
390750,1,27,1,46,1,0,0,2630,152,246
390751,1,79,1,28,0,2,1,48065,26,293
390752,0,27,1,28,0,0,1,2630,156,13
390753,0,60,1,47,0,1,1,2630,157,261
390754,0,45,1,41,0,1,1,38040,26,119
390755,0,46,1,11,0,1,1,27964,124,192
390756,1,25,1,47,1,0,0,41161,152,177
390757,1,24,1,30,1,0,0,24474,152,56
390758,0,39,1,48,0,1,1,2630,124,275
