用户ID,性别,年龄,所在地区代码,年保费,购买保险渠道,距离上次沟通时间,是否有驾照,是否购买过车险,车龄,此前是否发生事故,是否响应
323724,男,49,19,29415,26,255,1,否,1-2 年,是,1
355377,男,26,41,31680,152,161,1,是,< 1 年,否,0
357883,男,58,28,37871,26,68,1,否,1-2 年,是,1
133815,男,57,28,44144,26,233,1,是,1-2 年,否,0
333130,男,75,8,44427,124,25,1,否,1-2 年,是,0
37793,女,36,28,2630,156,88,1,否,1-2 年,是,1
106119,男,51,28,2630,124,81,1,否,1-2 年,是,1
56088,女,25,28,48275,152,262,1,是,< 1 年,否,0
29648,男,24,8,33656,26,63,1,是,< 1 年,否,0
232105,女,22,2,33926,152,20,1,否,< 1 年,是,0
62846,男,51,8,47426,26,175,1,否,1-2 年,是,1
32149,女,25,46,23908,26,35,1,否,< 1 年,是,0
188735,男,27,41,35683,152,36,1,是,< 1 年,否,0
300763,女,71,28,57379,26,214,1,否,> 2 年,是,0
238579,男,32,35,2630,157,183,1,否,1-2 年,否,0
322114,女,47,48,2630,124,187,1,否,1-2 年,是,1
65250,男,30,8,2630,152,172,1,是,< 1 年,否,0
32131,女,43,28,33970,124,121,1,是,1-2 年,否,0
256545,男,22,8,30361,160,213,1,是,< 1 年,否,0
229497,男,60,46,38603,26,176,1,否,1-2 年,是,0
68637,男,27,46,30094,152,90,1,是,< 1 年,否,0
112449,男,46,28,38287,124,90,1,否,1-2 年,是,1
249945,女,45,20,2630,26,219,1,是,1-2 年,是,0
97827,女,35,28,65783,124,147,1,否,> 2 年,是,1
44306,男,31,11,2630,1,50,1,否,< 1 年,否,0
129888,女,42,28,51129,124,268,1,是,1-2 年,否,0
340314,男,26,50,29550,152,38,1,是,< 1 年,否,0
207908,女,50,15,38055,26,24,1,否,1-2 年,是,1
125544,男,39,28,40538,124,88,1,否,1-2 年,是,1
45265,女,25,30,37259,152,88,1,是,< 1 年,否,0
10697,男,34,41,23873,26,177,1,是,1-2 年,否,0
299307,女,24,15,28815,152,90,1,是,< 1 年,否,0
327589,男,28,33,31603,152,143,1,是,< 1 年,否,0
31675,男,69,8,38043,124,249,1,是,1-2 年,否,0
107266,男,29,28,59478,122,51,1,否,< 1 年,是,0
228392,男,42,14,27667,12,73,1,否,1-2 年,是,1
33640,女,23,21,2630,152,14,1,是,< 1 年,否,0
7831,男,66,24,28527,26,62,1,否,1-2 年,是,0
122006,女,24,27,28921,152,37,1,是,< 1 年,否,0
229205,男,35,3,31632,154,103,1,否,1-2 年,是,1
80710,女,46,41,33189,26,206,1,否,1-2 年,是,1
25207,女,22,28,37693,163,15,1,否,< 1 年,是,0
363372,女,73,30,42089,26,26,1,是,1-2 年,否,0
343762,男,23,8,34734,152,203,1,是,< 1 年,否,0
65897,女,26,28,34913,152,91,1,是,< 1 年,否,0
228019,男,42,28,50103,26,216,1,否,1-2 年,是,1
336256,女,24,45,17838,152,140,1,是,< 1 年,否,0
126168,男,24,11,31514,152,280,1,否,< 1 年,是,0
141974,女,24,32,30769,152,118,1,否,< 1 年,否,0
222634,男,45,37,33137,128,157,1,否,1-2 年,是,1
283297,女,40,48,2630,26,185,1,否,1-2 年,否,0
78195,男,28,19,39621,152,25,1,是,< 1 年,否,0
76804,女,21,8,43440,160,204,1,是,< 1 年,否,0
77011,男,24,8,32042,160,186,1,是,< 1 年,否,0
186330,女,49,46,39270,26,83,1,是,1-2 年,否,0
82376,男,57,8,37645,26,123,1,否,1-2 年,是,1
258611,女,51,28,36338,124,247,1,否,1-2 年,是,1
201100,女,45,28,2630,124,296,1,是,1-2 年,否,0
335047,男,23,28,63728,124,188,1,否,< 1 年,是,0
374473,男,49,41,2630,157,125,1,否,1-2 年,是,1
229086,男,38,28,45504,160,160,1,是,1-2 年,否,0
156985,女,36,15,37941,124,138,1,是,1-2 年,否,0
199445,男,23,37,38102,26,40,1,否,< 1 年,是,0
177575,女,50,0,2630,124,253,1,否,1-2 年,是,1
54898,女,20,8,29718,160,25,1,否,< 1 年,是,0
305763,男,45,28,33457,13,267,1,否,1-2 年,是,1
124635,女,53,28,48521,122,286,1,否,1-2 年,是,1
154789,男,26,50,27467,152,252,1,是,< 1 年,否,0
141489,男,59,28,37254,26,296,1,否,1-2 年,是,0
195795,男,33,28,2630,26,247,1,否,< 1 年,是,1
286876,男,51,29,18248,124,43,1,是,1-2 年,否,0
217967,男,54,8,48530,26,168,1,否,1-2 年,是,1
63623,男,29,15,33522,152,68,1,否,< 1 年,是,0
285750,男,24,36,50175,152,212,1,是,< 1 年,否,0
310434,女,22,15,42121,152,212,1,是,< 1 年,否,0
202427,女,31,32,16154,152,96,1,是,< 1 年,否,0
3126,女,25,35,37712,152,217,1,否,< 1 年,是,0
58269,男,61,8,25761,26,216,1,是,1-2 年,否,0
2368,男,22,24,39759,152,229,1,否,< 1 年,是,0
159158,男,43,3,2630,160,160,1,是,1-2 年,否,0
352110,男,39,15,2630,156,227,1,否,1-2 年,是,1
93887,女,23,37,35041,152,146,1,否,< 1 年,是,0
369784,女,25,41,44166,152,192,1,是,< 1 年,否,0
292331,女,59,34,40910,157,23,1,否,1-2 年,是,0
250723,女,20,36,34478,160,283,1,是,< 1 年,否,0
162790,男,46,28,40363,26,140,1,否,1-2 年,是,1
182030,男,58,42,36053,124,190,1,否,> 2 年,是,0
235832,女,44,35,37005,26,52,1,否,1-2 年,是,1
315923,男,25,28,44726,152,150,1,否,< 1 年,是,0
181611,男,68,16,25865,124,71,1,是,1-2 年,否,0
189341,女,74,28,35978,124,245,1,否,1-2 年,是,0
335574,男,31,28,49314,152,235,1,是,< 1 年,否,0
245319,男,40,32,32442,26,290,1,否,1-2 年,是,1
232657,男,53,28,41153,26,229,1,是,1-2 年,否,0
311386,女,22,15,25754,152,289,1,是,< 1 年,否,0
307874,男,54,28,45078,30,196,1,否,1-2 年,是,1
97445,男,68,8,60788,26,36,1,否,1-2 年,否,0
186878,男,54,28,100950,26,288,1,否,1-2 年,是,1
255068,男,22,30,27999,152,119,1,是,< 1 年,否,0
75686,男,48,28,2630,124,164,1,否,1-2 年,是,1
55633,男,44,28,69379,31,185,1,否,> 2 年,是,0
316319,女,24,12,24286,152,186,1,是,< 1 年,否,0
247203,女,20,30,2630,153,257,1,是,< 1 年,否,0
372248,男,64,28,40273,124,151,1,否,1-2 年,是,0
80497,女,23,29,29418,152,117,1,是,< 1 年,否,0
133282,女,26,8,42302,152,254,1,是,< 1 年,否,0
83562,男,48,45,31296,26,74,1,是,1-2 年,否,0
197341,女,23,28,48632,152,32,1,是,< 1 年,否,0
130056,女,74,28,46664,122,188,1,否,> 2 年,是,0
226495,男,27,33,32270,154,283,1,否,1-2 年,是,1
321244,女,42,28,39641,124,28,1,否,1-2 年,是,1
285348,男,46,28,33082,124,204,1,否,1-2 年,是,1
106453,男,35,28,49716,124,82,1,否,1-2 年,是,1
164696,男,45,32,51050,124,86,1,是,1-2 年,否,0
46774,女,36,39,35930,86,250,1,否,1-2 年,是,1
226822,男,49,46,30029,124,280,1,否,> 2 年,是,0
202772,女,23,28,93705,152,61,1,是,< 1 年,否,0
85290,男,60,28,44319,122,10,1,否,> 2 年,是,1
152060,女,45,39,27868,127,250,1,是,1-2 年,否,0
75665,男,25,47,2630,152,266,1,是,< 1 年,否,0
230663,男,44,9,49680,26,17,1,否,> 2 年,是,0
145658,女,22,39,46793,152,28,1,是,< 1 年,否,0
271392,女,26,3,33412,152,89,1,是,< 1 年,否,0
249828,女,49,28,31993,122,253,1,否,1-2 年,是,1
248462,男,54,28,33078,26,124,1,否,1-2 年,否,0
272634,女,47,41,28344,26,281,1,是,1-2 年,是,0
243980,女,22,28,53416,152,208,1,是,< 1 年,否,0
124889,男,45,33,25631,124,292,1,是,1-2 年,否,0
90880,女,51,28,72637,26,279,1,否,1-2 年,是,1
242216,女,24,16,2630,152,222,1,是,< 1 年,否,0
98389,女,23,30,24390,152,192,1,是,< 1 年,否,0
124394,女,34,46,27912,156,123,1,否,1-2 年,是,1
272927,女,24,37,42226,152,97,1,否,< 1 年,是,0
369191,女,69,46,31648,124,176,1,否,1-2 年,是,1
75317,男,23,39,79190,152,34,1,是,< 1 年,否,0
205819,女,29,45,37660,154,100,1,否,< 1 年,是,0
122162,女,30,3,39022,152,85,1,是,< 1 年,否,0
36624,女,24,24,34485,151,168,1,是,< 1 年,否,0
85125,女,27,14,21065,26,262,1,否,< 1 年,是,0
210624,男,28,47,2630,156,96,1,否,< 1 年,是,1
263413,男,45,11,30863,26,36,1,否,1-2 年,是,1
2109,女,38,28,2630,122,217,1,否,> 2 年,是,0
306126,女,23,47,29453,152,137,1,否,< 1 年,是,0
120406,女,40,28,25032,122,137,1,否,1-2 年,是,1
167292,男,26,26,33459,152,233,1,是,< 1 年,否,0
113268,男,54,28,37137,26,261,1,否,1-2 年,是,1
115957,男,27,32,29933,26,274,1,是,< 1 年,否,0
128090,女,28,43,2630,124,150,1,否,< 1 年,是,0
196369,男,26,41,34755,152,121,1,是,< 1 年,否,0
201016,女,23,13,2630,151,84,1,否,< 1 年,是,0
93814,男,45,17,27963,124,190,1,否,1-2 年,是,1
176085,女,22,28,43505,152,218,1,是,< 1 年,否,0
35835,女,22,30,30178,152,15,1,是,< 1 年,否,0
139255,男,50,8,34280,124,154,1,否,1-2 年,是,1
160518,女,24,10,28479,152,51,1,是,< 1 年,否,0
366710,男,76,8,65941,7,10,1,是,1-2 年,否,0
31583,男,41,3,18963,124,253,1,是,1-2 年,否,0
49925,女,45,28,35799,26,96,1,否,1-2 年,是,1
196099,女,25,3,25633,152,159,1,是,< 1 年,否,0
208021,男,32,29,46177,152,100,1,是,< 1 年,否,0
62844,女,26,26,26391,152,31,1,否,< 1 年,否,0
108295,男,26,30,40581,152,166,1,是,< 1 年,否,0
105561,女,21,30,2630,152,293,1,是,< 1 年,否,0
202072,女,57,13,24035,26,178,1,是,1-2 年,否,0
39442,男,50,28,42129,26,246,1,否,1-2 年,是,1
237012,男,43,28,164990,26,45,1,否,1-2 年,是,1
163074,男,53,46,35883,30,219,1,是,1-2 年,是,0
342949,男,46,28,43458,26,112,1,是,1-2 年,否,0
167254,女,25,8,42216,152,45,1,是,< 1 年,否,0
255237,男,25,30,21817,124,292,1,否,1-2 年,是,1
26542,女,23,50,27768,152,188,1,是,< 1 年,否,0
146696,女,48,15,35232,26,102,1,否,1-2 年,是,1
58884,男,45,28,2630,26,45,1,否,1-2 年,否,0
59694,男,76,41,21471,26,262,1,否,1-2 年,是,0
258726,女,60,20,2630,122,134,1,否,1-2 年,是,0
96848,男,52,47,39486,26,283,1,否,1-2 年,是,1
144704,男,20,46,32221,160,237,1,是,< 1 年,否,0
159927,女,26,47,23096,152,55,1,是,< 1 年,否,0
131376,女,24,46,43217,152,33,1,否,< 1 年,是,0
330042,男,35,30,31588,152,275,1,是,1-2 年,否,0
33492,女,24,13,28274,152,105,1,是,< 1 年,否,0
5814,男,57,28,32973,23,51,1,否,1-2 年,是,1
270305,女,32,15,29029,152,216,1,是,< 1 年,否,0
145199,女,30,3,2630,156,30,1,否,1-2 年,是,1
53881,男,51,28,32745,26,284,1,否,1-2 年,是,1
147794,男,59,16,26816,26,230,1,否,> 2 年,是,0
214878,女,21,11,25231,152,44,1,是,< 1 年,否,0
342392,男,28,41,41649,152,225,1,是,< 1 年,否,0
43579,男,42,8,51331,26,152,1,是,1-2 年,否,0
290237,女,24,6,18356,152,131,1,是,< 1 年,否,0
325441,男,59,28,35611,26,46,1,否,1-2 年,是,1
13425,男,73,41,46873,12,168,1,否,> 2 年,是,0
342812,女,56,13,24063,26,154,1,否,1-2 年,是,1
144831,女,39,40,2630,154,98,1,是,1-2 年,否,0
225731,男,43,47,30016,26,239,1,是,1-2 年,否,0
363312,男,30,41,34749,152,157,1,否,< 1 年,是,0
300823,男,47,31,2630,124,34,1,否,> 2 年,是,0
361657,女,22,6,31987,152,251,1,是,< 1 年,否,0
62937,女,25,8,44559,152,249,1,是,< 1 年,否,0
128157,女,24,39,31800,152,67,1,否,< 1 年,否,0
189231,女,26,15,54869,152,161,1,是,< 1 年,否,0
111917,男,45,46,30030,157,139,1,否,1-2 年,是,1
73426,女,24,29,34161,26,21,1,是,< 1 年,否,0
234842,男,21,43,51558,160,277,1,否,< 1 年,是,0
209419,男,23,38,2630,152,76,1,否,< 1 年,是,0
77855,男,62,31,2630,124,157,1,否,1-2 年,否,0
27865,男,23,8,51089,152,202,1,是,< 1 年,否,0
79720,男,46,28,23994,124,234,1,否,1-2 年,是,1
268331,男,58,28,32753,122,293,1,否,1-2 年,是,0
101226,女,21,25,35394,160,79,1,是,< 1 年,否,0
127392,男,23,2,40553,152,98,1,是,< 1 年,否,0
337384,女,39,28,32758,124,180,1,否,1-2 年,是,1
125509,男,48,29,37162,124,103,1,是,1-2 年,否,0
214057,男,60,15,37914,14,205,1,是,1-2 年,否,0
137438,男,45,28,30308,26,31,1,否,1-2 年,是,1
58223,女,35,11,2630,157,225,1,否,1-2 年,是,1
46772,男,43,39,31073,124,36,1,否,1-2 年,是,1
50957,女,23,29,2630,26,287,1,否,< 1 年,是,0
114350,男,24,15,31147,152,178,1,否,< 1 年,否,0
270641,女,24,9,24418,152,167,1,是,< 1 年,是,0
185053,男,32,45,2630,156,97,1,否,1-2 年,是,1
71624,男,74,28,38849,24,277,1,是,1-2 年,否,0
344048,女,31,45,43516,152,299,1,是,< 1 年,否,0
155147,女,23,6,44790,152,213,1,否,< 1 年,是,0
77780,男,21,15,2630,160,232,1,否,< 1 年,否,0
260503,男,24,15,22234,152,44,1,否,< 1 年,是,0
209506,女,47,39,35378,26,286,1,否,1-2 年,是,1
257092,男,53,8,36684,26,78,1,否,1-2 年,是,1
344517,女,25,15,52604,152,182,1,是,< 1 年,否,0
380498,女,51,28,44470,25,261,1,否,1-2 年,是,1
301608,男,60,37,31516,26,48,1,否,> 2 年,是,0
194190,女,24,50,37584,152,77,1,是,< 1 年,否,0
257595,男,70,28,35067,13,213,1,否,1-2 年,是,0
297080,男,22,46,26857,152,162,1,否,< 1 年,否,0
38864,男,27,27,2630,152,232,1,是,< 1 年,否,0
336275,男,26,41,53813,26,33,1,否,< 1 年,是,0
70214,女,66,28,35603,55,108,1,是,1-2 年,否,0
275517,男,51,28,35572,26,295,1,否,1-2 年,否,0
19210,男,43,29,43439,124,47,1,否,1-2 年,是,1
154176,女,31,8,44793,153,245,1,是,< 1 年,否,0
373269,女,22,8,51942,152,100,1,是,< 1 年,否,0
308878,女,47,28,51667,124,161,1,否,1-2 年,是,1
172504,女,27,50,40811,152,254,1,否,< 1 年,否,0
72541,男,36,28,34326,26,216,1,否,1-2 年,是,1
248232,男,35,28,31717,152,98,1,是,1-2 年,否,0
262528,女,76,32,2630,26,167,1,否,1-2 年,是,0
104887,女,26,8,39932,152,77,1,是,< 1 年,否,0
31826,女,24,41,31593,152,138,1,是,< 1 年,否,0
326026,男,41,11,13624,152,221,1,是,1-2 年,否,0
316525,男,43,8,2630,124,104,1,否,1-2 年,是,1
72054,女,44,28,2630,26,53,1,否,> 2 年,是,0
368097,男,22,29,43988,152,35,1,是,< 1 年,否,0
376364,女,38,28,45972,124,95,1,否,1-2 年,是,1
53117,男,39,28,34484,26,80,1,否,1-2 年,否,0
344838,女,23,11,17699,152,209,1,否,< 1 年,否,0
299613,男,23,47,29137,152,66,1,否,< 1 年,否,0
292762,男,52,28,42837,30,209,1,否,1-2 年,是,1
127995,女,23,21,40791,152,52,1,是,< 1 年,否,0
210007,女,22,8,35722,160,58,1,是,< 1 年,否,0
60665,男,27,32,21968,152,288,1,否,< 1 年,是,0
223552,女,40,35,24897,124,34,1,否,1-2 年,是,1
72932,女,22,8,31345,152,43,1,是,< 1 年,否,0
163570,女,57,28,68355,26,45,1,是,1-2 年,否,0
349259,女,70,28,42247,26,169,1,否,1-2 年,是,0
231862,男,21,8,33645,160,27,1,否,< 1 年,是,0
41188,男,51,41,2630,163,65,1,否,1-2 年,是,1
280234,男,47,14,28736,124,42,1,是,1-2 年,否,0
247895,男,53,11,31027,26,36,1,否,1-2 年,是,1
161821,女,22,27,22446,26,112,1,否,< 1 年,是,0
114149,女,30,28,37789,124,118,1,否,< 1 年,是,1
301364,男,50,21,32842,124,203,1,是,1-2 年,否,0
187636,男,74,28,29605,124,298,1,否,1-2 年,是,0
204588,男,77,28,35941,122,120,1,否,1-2 年,是,1
181377,女,26,3,24345,152,231,1,否,< 1 年,否,0
323353,女,41,29,24541,124,125,1,否,1-2 年,是,1
338369,男,47,47,43707,156,290,1,否,1-2 年,是,1
32874,男,25,39,28389,152,15,1,否,< 1 年,是,0
207758,女,65,28,26969,122,212,1,否,1-2 年,是,0
266693,男,60,28,44114,26,196,1,否,1-2 年,是,0
358656,女,80,28,37160,55,266,1,是,1-2 年,否,0
121266,男,24,26,24760,152,205,1,否,< 1 年,是,0
319766,女,22,9,47193,152,189,1,否,< 1 年,是,0
185401,女,20,21,2630,160,52,1,是,< 1 年,是,0
115309,女,43,41,30770,124,21,1,否,1-2 年,是,1
298521,男,69,31,2630,152,273,1,否,1-2 年,是,0
41484,男,47,28,33796,124,215,1,是,1-2 年,否,0
154969,女,53,28,36147,156,169,1,否,1-2 年,是,1
285623,男,67,41,39424,26,219,1,否,1-2 年,是,0
283752,男,28,28,31519,152,234,1,是,< 1 年,否,0
19750,男,53,18,37367,26,202,1,否,1-2 年,是,1
275193,男,26,15,40024,152,260,1,是,< 1 年,否,0
357518,女,59,28,45483,55,91,1,是,1-2 年,否,0
26081,男,52,12,21334,26,51,1,否,1-2 年,否,0
21265,女,32,41,30619,152,13,1,是,< 1 年,否,0
349765,女,21,24,53218,152,220,1,是,< 1 年,否,0
199557,男,27,45,19955,124,104,1,是,1-2 年,否,0
279424,男,29,3,36621,124,141,1,否,< 1 年,是,0
119182,女,26,11,19778,152,228,1,是,< 1 年,否,0
267500,男,24,32,33793,152,36,1,否,< 1 年,是,0
18793,女,24,33,31441,151,133,1,否,< 1 年,是,0
119543,女,54,28,26842,124,182,1,否,1-2 年,是,1
120992,女,22,41,37719,152,210,1,否,< 1 年,是,0
241337,女,25,41,32498,152,181,1,是,< 1 年,否,0
280410,女,22,28,56647,153,187,1,否,< 1 年,是,0
49226,女,22,8,26402,152,257,1,是,< 1 年,否,0
207839,男,26,14,23637,152,208,1,是,< 1 年,否,0
319080,男,21,46,31416,152,282,1,是,< 1 年,否,0
315373,男,20,7,2630,160,158,1,否,< 1 年,是,0
207711,女,43,35,23273,26,100,1,否,1-2 年,是,1
215733,男,38,19,30773,26,78,1,是,1-2 年,否,0
11053,女,22,10,27323,152,122,1,否,< 1 年,是,0
91750,男,70,28,32024,26,112,1,否,1-2 年,是,1
199276,女,55,28,44671,124,117,1,否,1-2 年,是,1
256755,男,21,46,29004,160,31,1,否,< 1 年,是,0
248632,女,20,8,45589,160,25,1,是,< 1 年,否,0
339628,男,57,28,94581,26,238,1,否,1-2 年,是,1
49065,男,23,19,34141,152,96,1,是,< 1 年,否,0
19677,男,49,28,31226,26,206,1,否,1-2 年,否,0
76318,男,30,28,48187,152,294,1,是,< 1 年,否,0
227192,女,35,3,32609,152,272,1,是,1-2 年,否,0
125377,女,25,41,23878,152,194,1,是,< 1 年,否,0
160606,男,43,28,35377,124,248,1,是,1-2 年,否,0
262474,女,46,28,25949,26,151,1,是,1-2 年,否,0
170162,女,24,15,31156,152,143,1,否,< 1 年,是,0
194081,男,31,28,55854,26,250,1,否,1-2 年,是,1
29148,男,41,39,27263,152,120,1,是,1-2 年,否,0
97870,男,49,41,42155,12,216,1,否,1-2 年,是,1
192606,男,34,48,2630,156,131,1,是,1-2 年,是,0
246749,男,58,28,35633,26,225,1,否,> 2 年,是,1
254119,男,24,43,33050,152,26,1,是,< 1 年,否,0
360622,男,22,6,40156,152,154,1,是,< 1 年,否,0
135896,男,74,46,2630,26,15,1,是,1-2 年,否,0
14533,女,27,17,30872,152,235,1,是,< 1 年,否,0
32198,女,23,22,2630,152,36,1,否,< 1 年,否,0
294805,男,25,6,30413,152,89,1,是,< 1 年,否,0
18300,男,73,39,34297,26,65,1,否,1-2 年,是,0
167433,女,29,8,2630,124,217,1,是,1-2 年,否,0
22189,女,60,28,42170,124,240,1,否,1-2 年,是,0
81857,男,25,46,34580,152,102,1,否,< 1 年,否,0
158795,女,25,9,40668,124,99,1,否,< 1 年,是,0
377870,男,71,28,27020,26,41,1,否,1-2 年,是,0
257917,女,30,28,43680,152,167,1,是,< 1 年,否,0
296465,女,77,7,60279,124,30,1,否,1-2 年,是,0
343588,女,22,28,34087,152,63,1,否,< 1 年,是,0
111538,男,23,8,51250,152,270,1,是,< 1 年,否,0
126034,女,39,46,2630,156,52,1,否,1-2 年,是,1
48171,女,23,50,27126,152,190,1,是,< 1 年,否,0
85754,男,23,25,28115,152,110,1,否,< 1 年,否,0
338782,男,27,28,41067,125,289,1,否,1-2 年,否,0
113981,女,40,28,43237,26,152,1,否,1-2 年,是,1
212386,女,42,15,38944,124,196,1,否,1-2 年,是,1
162537,男,25,33,2630,152,144,1,是,< 1 年,否,0
180053,男,52,28,32529,124,52,1,否,1-2 年,否,0
325292,女,25,28,69739,157,39,1,是,< 1 年,否,0
270649,男,50,45,2630,26,72,1,否,1-2 年,是,1
276264,女,21,28,32031,152,141,1,是,< 1 年,否,0
36,男,41,36,30039,124,88,1,是,1-2 年,否,0
234622,女,22,3,28651,152,109,1,否,< 1 年,是,0
368525,男,60,28,31101,122,64,1,否,1-2 年,否,0
38555,女,25,2,31836,152,159,1,否,< 1 年,是,0
190610,女,22,25,38010,152,189,1,是,< 1 年,否,0
157703,女,48,46,30938,124,129,1,否,1-2 年,是,1
101048,男,22,32,30848,26,218,1,否,< 1 年,是,0
354348,男,40,28,41437,124,91,1,否,1-2 年,是,1
113015,女,30,28,39237,26,254,1,否,< 1 年,是,1
112125,女,38,35,28349,124,295,1,是,1-2 年,否,0
148335,男,39,28,44531,124,215,1,是,1-2 年,否,0
317590,男,72,28,122051,26,168,1,是,1-2 年,否,0
196660,男,24,41,2630,124,115,1,否,< 1 年,是,0
293541,男,52,28,2630,160,160,1,否,> 2 年,否,0
49462,男,23,35,26533,152,297,1,是,< 1 年,否,0
158643,女,24,5,18836,152,60,1,否,< 1 年,是,0
16074,女,29,23,2630,160,163,1,否,< 1 年,是,1
287141,女,66,38,27144,26,205,1,是,1-2 年,否,0
278513,女,30,28,38317,157,280,1,否,1-2 年,是,1
178927,女,26,44,28049,152,293,1,是,< 1 年,否,0
261902,男,57,28,62507,26,105,1,否,> 2 年,是,0
345212,男,68,28,48560,124,156,1,是,1-2 年,否,0
22779,男,30,34,34174,152,294,1,否,< 1 年,是,0
201662,男,82,28,60788,26,222,1,否,1-2 年,是,0
222423,男,38,8,28521,124,129,1,是,1-2 年,否,0
376767,女,25,6,32019,152,188,1,是,< 1 年,否,0
188155,女,39,8,46640,31,194,1,否,1-2 年,是,1
111669,男,49,28,47579,124,150,1,否,1-2 年,是,1
77097,男,37,13,30694,124,55,1,否,1-2 年,是,1
373887,男,43,26,34284,26,234,1,否,1-2 年,是,1
264092,女,50,28,2630,124,191,1,否,1-2 年,是,1
368914,女,25,30,21236,152,75,1,否,< 1 年,是,0
41008,女,33,8,25188,152,296,1,否,< 1 年,是,1
124073,男,37,15,41035,124,182,1,否,1-2 年,是,1
336462,女,23,28,34720,152,251,1,否,< 1 年,是,0
209640,女,22,30,28811,152,187,1,是,< 1 年,否,0
208428,女,21,3,18909,156,251,1,否,< 1 年,是,0
62192,男,43,41,2630,163,229,1,否,1-2 年,是,1
24035,男,52,30,2630,26,209,1,是,1-2 年,否,0
181566,男,39,8,38390,124,110,1,是,1-2 年,否,0
82988,女,53,8,39940,26,24,1,是,1-2 年,否,0
56187,男,40,48,2630,124,231,1,是,1-2 年,否,0
252977,男,58,37,40478,26,104,1,否,1-2 年,是,0
83909,男,46,36,31097,124,277,1,否,1-2 年,是,1
60037,男,64,8,27492,26,292,1,否,1-2 年,是,0
77332,男,35,28,2630,156,131,1,否,1-2 年,是,1
169686,女,48,29,2630,152,236,1,是,1-2 年,否,0
140210,男,64,46,32321,26,187,1,否,1-2 年,是,0
89894,男,74,28,38184,52,35,1,是,1-2 年,否,0
274428,女,38,28,38084,124,27,1,是,1-2 年,否,0
284099,男,82,39,2630,26,232,1,否,> 2 年,是,0
146193,男,52,48,2630,124,86,1,否,1-2 年,是,1
69183,女,44,21,30031,160,26,1,是,1-2 年,否,0
28549,女,26,15,29001,152,260,1,是,< 1 年,否,0
261968,女,28,7,2630,152,123,1,否,< 1 年,是,0
217838,男,43,28,41726,124,272,1,是,1-2 年,否,0
224815,男,50,28,36277,4,237,0,否,1-2 年,是,1
228320,女,41,28,28801,26,263,1,否,1-2 年,是,1
181752,男,25,41,31084,152,274,1,是,< 1 年,否,0
317712,男,28,28,35953,153,229,1,是,< 1 年,否,0
257340,女,21,22,31497,152,88,1,否,< 1 年,否,0
30435,女,27,41,34256,152,25,1,是,< 1 年,否,0
24680,男,21,30,21518,160,180,1,是,< 1 年,是,0
243903,男,58,28,46065,154,219,1,否,1-2 年,是,0
37431,男,47,28,40175,124,41,1,否,1-2 年,是,1
49740,男,56,28,31598,124,24,1,否,1-2 年,是,1
118906,男,36,35,36601,26,211,1,否,1-2 年,是,1
247893,女,33,28,36106,26,195,1,是,1-2 年,否,0
315423,男,43,11,24779,26,87,1,否,1-2 年,是,1
301324,女,44,29,33851,124,69,1,是,1-2 年,否,0
152111,男,75,28,35928,26,269,1,否,> 2 年,是,1
336269,女,26,14,23136,152,56,1,是,< 1 年,否,0
291542,男,23,36,42305,26,159,1,是,< 1 年,否,0
38053,女,24,29,28014,152,121,1,是,< 1 年,否,0
355045,男,60,35,2630,152,62,1,是,1-2 年,否,0
156364,女,50,28,33697,26,270,1,是,1-2 年,是,0
291690,男,65,50,44380,26,105,1,否,> 2 年,是,0
23668,男,47,33,2630,124,299,1,否,1-2 年,是,1
62997,女,23,8,41833,152,122,1,是,< 1 年,否,0
310766,女,24,46,36834,152,236,1,否,< 1 年,否,0
244109,男,23,29,27308,152,98,1,是,< 1 年,否,0
313303,男,51,15,47553,124,227,1,否,1-2 年,否,0
55120,女,59,15,30776,124,131,1,是,1-2 年,否,0
230575,男,26,15,35806,152,76,1,是,< 1 年,否,0
237773,男,42,28,49407,25,248,1,否,1-2 年,是,1
190977,男,45,31,2630,26,63,1,否,1-2 年,是,1
70729,女,27,37,27720,152,21,1,否,< 1 年,否,0
307923,女,21,33,34849,152,14,1,是,< 1 年,否,0
107768,男,44,22,33397,124,152,1,否,1-2 年,是,1
201721,男,60,28,49048,26,163,1,是,1-2 年,否,0
169218,女,31,23,2630,1,211,1,是,< 1 年,否,0
298872,男,57,2,17797,26,97,1,否,1-2 年,是,1
354385,男,42,28,57417,124,36,1,否,1-2 年,是,1
182725,女,35,11,41724,124,164,1,否,1-2 年,是,1
301242,女,56,41,2630,26,137,1,是,1-2 年,否,0
174668,男,38,28,29333,124,79,1,否,1-2 年,是,1
259986,女,41,47,47439,16,182,1,否,1-2 年,是,1
207525,男,47,8,68284,124,252,1,否,1-2 年,是,1
145424,男,25,34,29655,152,83,1,是,< 1 年,否,0
237,女,48,33,44724,154,132,1,否,1-2 年,是,1
254435,女,20,46,25985,160,177,1,否,< 1 年,是,0
207385,男,21,8,2630,156,156,1,否,< 1 年,是,0
309245,男,70,28,32110,26,192,1,否,1-2 年,是,0
294115,男,23,29,38041,152,246,1,是,< 1 年,否,0
178307,男,35,28,62877,122,37,1,否,1-2 年,是,1
313426,男,41,28,21358,124,49,1,否,1-2 年,是,1
9840,女,23,50,46504,152,254,1,是,< 1 年,否,0
296880,男,62,28,47260,26,206,1,否,> 2 年,是,1
